gene_id,Mmus_C57-6J_EYE_FLT_Rep1_M23,Mmus_C57-6J_EYE_GC_Rep1_M33
ENSMUSG00000029330,13202,9840
ENSMUSG00000029331,0,0
ENSMUSG00000029334,165,139
ENSMUSG00000029335,1070,1134
ENSMUSG00000029337,24,14
ENSMUSG00000029338,1288,1079
ENSMUSG00000029343,28472,40516
ENSMUSG00000029344,535,460
ENSMUSG00000029345,2405,2087
ENSMUSG00000029346,276,195
ENSMUSG00000029348,554,416
ENSMUSG00000029352,26522,36440
ENSMUSG00000029359,49,35
ENSMUSG00000029360,2,0
ENSMUSG00000029361,1916,1533
ENSMUSG00000029363,387,287
ENSMUSG00000029364,3657,3316
ENSMUSG00000029366,994,756
ENSMUSG00000029368,2,1
ENSMUSG00000029369,0,0
ENSMUSG00000029370,121,63
ENSMUSG00000029371,8,13
ENSMUSG00000029372,12,8
ENSMUSG00000029373,49,82
ENSMUSG00000029375,0,0
ENSMUSG00000029376,403,331
ENSMUSG00000029377,339,315
ENSMUSG00000029378,85,66
ENSMUSG00000029379,0,0
ENSMUSG00000029380,10,7
ENSMUSG00000029381,3530,3065
ENSMUSG00000029384,10,6
ENSMUSG00000029385,1695,1164
ENSMUSG00000029386,786,769
ENSMUSG00000029387,613,532
ENSMUSG00000029388,892,754
ENSMUSG00000029389,607,454
ENSMUSG00000029390,6581,5675
ENSMUSG00000029392,1251,1314
ENSMUSG00000029394,1540,1361
ENSMUSG00000029397,1196,1044
ENSMUSG00000029401,346,341
ENSMUSG00000029402,276,188
ENSMUSG00000029403,783,499
ENSMUSG00000029404,691,624
ENSMUSG00000029405,7938,6586
ENSMUSG00000029406,4627,3523
ENSMUSG00000029407,4683,3840
ENSMUSG00000029408,746,584
ENSMUSG00000029409,3,0
ENSMUSG00000029410,2633,1592
ENSMUSG00000029413,1424,1170
ENSMUSG00000029414,203,140
ENSMUSG00000029415,994,788
ENSMUSG00000029416,918,867
ENSMUSG00000029417,8,6
ENSMUSG00000029419,680,505
ENSMUSG00000029420,883,547
ENSMUSG00000029422,3543,2437
ENSMUSG00000029423,0,0
ENSMUSG00000029426,10176,8495
ENSMUSG00000029427,1770,1417
ENSMUSG00000029428,361,342
ENSMUSG00000029430,5823,5274
ENSMUSG00000029431,4,0
ENSMUSG00000029432,3544,2643
ENSMUSG00000029433,1213,868
ENSMUSG00000029434,3300,2916
ENSMUSG00000029436,456,380
ENSMUSG00000029437,0,0
ENSMUSG00000029438,1856,1444
ENSMUSG00000029439,2276,1530
ENSMUSG00000029440,1023,837
ENSMUSG00000029442,699,627
ENSMUSG00000029445,1,0
ENSMUSG00000029446,435,303
ENSMUSG00000029447,5803,5009
ENSMUSG00000029449,214,173
ENSMUSG00000029451,0,0
ENSMUSG00000029452,175,95
ENSMUSG00000029454,1243,887
ENSMUSG00000029455,6987,6616
ENSMUSG00000029456,354,313
ENSMUSG00000029458,2248,1916
ENSMUSG00000029461,9704,7612
ENSMUSG00000029462,2164,1609
ENSMUSG00000029463,685,632
ENSMUSG00000029464,726,577
ENSMUSG00000029465,2382,2043
ENSMUSG00000029466,1626,1461
ENSMUSG00000029467,17287,13854
ENSMUSG00000029468,316,264
ENSMUSG00000029469,1792,1276
ENSMUSG00000029470,531,507
ENSMUSG00000029471,1769,1422
ENSMUSG00000029472,4706,3955
ENSMUSG00000029474,1327,1041
ENSMUSG00000029475,1234,1021
ENSMUSG00000029477,0,0
ENSMUSG00000029478,9632,7948
ENSMUSG00000029480,1118,1005
ENSMUSG00000029482,3438,2009
ENSMUSG00000029484,1022,1041
ENSMUSG00000029486,731,502
ENSMUSG00000029490,81,45
ENSMUSG00000029491,48753,38036
ENSMUSG00000029499,136,113
ENSMUSG00000029500,1325,1042
ENSMUSG00000029501,3273,2812
ENSMUSG00000029502,3317,2815
ENSMUSG00000029503,37,41
ENSMUSG00000029504,688,573
ENSMUSG00000029505,8863,6921
ENSMUSG00000029507,371,379
ENSMUSG00000029510,125,78
ENSMUSG00000029512,3801,2985
ENSMUSG00000029513,3815,2688
ENSMUSG00000029516,1178,952
ENSMUSG00000029517,3,1
ENSMUSG00000029518,2083,1942
ENSMUSG00000029521,171,104
ENSMUSG00000029522,0,0
ENSMUSG00000029524,428,278
ENSMUSG00000029526,0,0
ENSMUSG00000029528,3542,3092
ENSMUSG00000029530,50,28
ENSMUSG00000029534,441,377
ENSMUSG00000029535,477,441
ENSMUSG00000029536,1341,979
ENSMUSG00000029538,1117,1070
ENSMUSG00000029541,13,12
ENSMUSG00000029544,1837,1498
ENSMUSG00000029545,510,366
ENSMUSG00000029546,0,0
ENSMUSG00000029547,4441,3785
ENSMUSG00000029550,4102,3399
ENSMUSG00000029551,319,275
ENSMUSG00000029552,952,594
ENSMUSG00000029553,19,24
ENSMUSG00000029554,942,791
ENSMUSG00000029556,5,0
ENSMUSG00000029557,218,212
ENSMUSG00000029559,1454,1291
ENSMUSG00000029560,1200,1036
ENSMUSG00000029561,2541,1531
ENSMUSG00000029563,831,635
ENSMUSG00000029564,2,0
ENSMUSG00000029569,1784,1373
ENSMUSG00000029570,807,873
ENSMUSG00000029571,6985,5181
ENSMUSG00000029575,822,498
ENSMUSG00000029576,685,546
ENSMUSG00000029577,6022,4771
ENSMUSG00000029578,3952,3333
ENSMUSG00000029580,84285,78274
ENSMUSG00000029581,2709,2444
ENSMUSG00000029586,0,0
ENSMUSG00000029587,1495,1298
ENSMUSG00000029591,59,83
ENSMUSG00000029592,1290,1202
ENSMUSG00000029594,811,684
ENSMUSG00000029595,1,0
ENSMUSG00000029596,100,103
ENSMUSG00000029597,0,0
ENSMUSG00000029598,1763,1880
ENSMUSG00000029599,1911,1850
ENSMUSG00000029600,237,191
ENSMUSG00000029601,109,71
ENSMUSG00000029602,64,43
ENSMUSG00000029603,1262,1090
ENSMUSG00000029605,60,19
ENSMUSG00000029607,10,3
ENSMUSG00000029608,5421,4182
ENSMUSG00000029610,474,420
ENSMUSG00000029613,1686,1506
ENSMUSG00000029614,15833,15970
ENSMUSG00000029616,1856,1791
ENSMUSG00000029617,1485,1142
ENSMUSG00000029618,156,69
ENSMUSG00000029620,0,0
ENSMUSG00000029621,3087,2581
ENSMUSG00000029622,2164,1518
ENSMUSG00000029623,2295,1874
ENSMUSG00000029624,1197,1012
ENSMUSG00000029625,500,425
ENSMUSG00000029627,444,309
ENSMUSG00000029629,3501,2563
ENSMUSG00000029630,0,0
ENSMUSG00000029632,5509,3941
ENSMUSG00000029633,14,15
ENSMUSG00000029634,3652,2900
ENSMUSG00000029635,2076,1634
ENSMUSG00000029636,7557,5702
ENSMUSG00000029638,4796,3665
ENSMUSG00000029640,5702,4069
ENSMUSG00000029641,136,92
ENSMUSG00000029642,2518,1927
ENSMUSG00000029644,0,0
ENSMUSG00000029646,0,0
ENSMUSG00000029647,3285,2312
ENSMUSG00000029648,5697,4923
ENSMUSG00000029649,2452,2147
ENSMUSG00000029650,868,634
ENSMUSG00000029651,3143,2348
ENSMUSG00000029655,4532,3607
ENSMUSG00000029656,1,2
ENSMUSG00000029657,3006,2707
ENSMUSG00000029658,4,6
ENSMUSG00000029659,788,659
ENSMUSG00000029660,17,17
ENSMUSG00000029661,27426,50815
ENSMUSG00000029663,17918,12076
ENSMUSG00000029664,15,6
ENSMUSG00000029669,555,394
ENSMUSG00000029670,1001,773
ENSMUSG00000029671,172,177
ENSMUSG00000029672,9223,7585
ENSMUSG00000029673,4689,3735
ENSMUSG00000029674,1018,838
ENSMUSG00000029675,1446,1288
ENSMUSG00000029676,1175,931
ENSMUSG00000029678,0,0
ENSMUSG00000029679,1,0
ENSMUSG00000029680,1,0
ENSMUSG00000029681,1297,1160
ENSMUSG00000029682,0,0
ENSMUSG00000029683,747,472
ENSMUSG00000029684,4191,3017
ENSMUSG00000029685,76,63
ENSMUSG00000029686,5334,4018
ENSMUSG00000029687,1142,883
ENSMUSG00000029695,583,618
ENSMUSG00000029697,20,15
ENSMUSG00000029699,42,25
ENSMUSG00000029700,7,1
ENSMUSG00000029701,1319,968
ENSMUSG00000029703,585,455
ENSMUSG00000029705,10259,8145
ENSMUSG00000029706,7,19
ENSMUSG00000029707,4,3
ENSMUSG00000029708,1544,1230
ENSMUSG00000029710,1448,1547
ENSMUSG00000029711,0,1
ENSMUSG00000029712,354,266
ENSMUSG00000029713,6012,5422
ENSMUSG00000029714,2283,1792
ENSMUSG00000029715,356,287
ENSMUSG00000029716,43,55
ENSMUSG00000029718,4544,5748
ENSMUSG00000029720,698,372
ENSMUSG00000029722,1666,1177
ENSMUSG00000029723,3167,2661
ENSMUSG00000029725,300,283
ENSMUSG00000029726,2414,2013
ENSMUSG00000029727,617,487
ENSMUSG00000029729,4939,4002
ENSMUSG00000029730,842,606
ENSMUSG00000029735,198,122
ENSMUSG00000029736,0,2
ENSMUSG00000029752,929,784
ENSMUSG00000029754,0,0
ENSMUSG00000029755,44,24
ENSMUSG00000029757,1536,1454
ENSMUSG00000029759,952,851
ENSMUSG00000029761,5037,4279
ENSMUSG00000029762,151,89
ENSMUSG00000029763,3659,3041
ENSMUSG00000029765,2293,2166
ENSMUSG00000029766,0,0
ENSMUSG00000029767,6115,5601
ENSMUSG00000029769,2590,1964
ENSMUSG00000029771,310,302
ENSMUSG00000029772,5003,4464
ENSMUSG00000029775,3289,2677
ENSMUSG00000029776,3522,2803
ENSMUSG00000029777,3787,3378
ENSMUSG00000029778,328,359
ENSMUSG00000029780,1182,886
ENSMUSG00000029781,4070,5225
ENSMUSG00000029782,1737,1212
ENSMUSG00000029784,9,9
ENSMUSG00000029787,3830,3045
ENSMUSG00000029788,0,0
ENSMUSG00000029790,539,394
ENSMUSG00000029797,63,45
ENSMUSG00000029798,520,332
ENSMUSG00000029802,930,643
ENSMUSG00000029804,15349,11367
ENSMUSG00000029810,2651,2391
ENSMUSG00000029811,1,2
ENSMUSG00000029813,0,1
ENSMUSG00000029814,11,5
ENSMUSG00000029815,610,457
ENSMUSG00000029816,18581,22059
ENSMUSG00000029817,2977,2099
ENSMUSG00000029819,325,351
ENSMUSG00000029821,232,192
ENSMUSG00000029822,1807,1381
ENSMUSG00000029823,7622,5495
ENSMUSG00000029826,2144,1826
ENSMUSG00000029828,23,21
ENSMUSG00000029829,13,1
ENSMUSG00000029830,23,9
ENSMUSG00000029831,54,35
ENSMUSG00000029832,798,556
ENSMUSG00000029833,2255,1728
ENSMUSG00000029836,5570,4112
ENSMUSG00000029837,0,0
ENSMUSG00000029838,2542,2367
ENSMUSG00000029840,8115,6729
ENSMUSG00000029843,622,624
ENSMUSG00000029844,0,0
ENSMUSG00000029847,205,186
ENSMUSG00000029848,0,0
ENSMUSG00000029851,935,666
ENSMUSG00000029859,1396,1087
ENSMUSG00000029860,2622,2569
ENSMUSG00000029861,657,541
ENSMUSG00000029862,312,147
ENSMUSG00000029863,1139,977
ENSMUSG00000029864,371,280
ENSMUSG00000029865,0,0
ENSMUSG00000029866,0,0
ENSMUSG00000029867,0,0
ENSMUSG00000029868,89,81
ENSMUSG00000029869,1086,940
ENSMUSG00000029875,250,296
ENSMUSG00000029878,79,76
ENSMUSG00000029882,0,0
ENSMUSG00000029883,0,0
ENSMUSG00000029885,0,0
ENSMUSG00000029909,3,2
ENSMUSG00000029910,908,611
ENSMUSG00000029911,603,495
ENSMUSG00000029913,622,600
ENSMUSG00000029915,21,34
ENSMUSG00000029916,560,483
ENSMUSG00000029917,1,3
ENSMUSG00000029918,997,744
ENSMUSG00000029919,1296,872
ENSMUSG00000029920,1868,1401
ENSMUSG00000029922,5134,4059
ENSMUSG00000029923,74,45
ENSMUSG00000029924,1955,1669
ENSMUSG00000029925,86,91
ENSMUSG00000029992,9728,7642
ENSMUSG00000029993,947,812
ENSMUSG00000029994,1332,1107
ENSMUSG00000029998,3798,3539
ENSMUSG00000029999,771,523
ENSMUSG00000030000,4297,4229
ENSMUSG00000030001,3,8
ENSMUSG00000030002,3413,2275
ENSMUSG00000030004,6,6
ENSMUSG00000030007,5886,5583
ENSMUSG00000030008,335,315
ENSMUSG00000030016,8554,6441
ENSMUSG00000030017,1,0
ENSMUSG00000030019,1575,1463
ENSMUSG00000030020,4411,3679
ENSMUSG00000030022,406,409
ENSMUSG00000030029,5239,4241
ENSMUSG00000030030,324,256
ENSMUSG00000030031,422,326
ENSMUSG00000030032,291,279
ENSMUSG00000030034,560,480
ENSMUSG00000030035,1356,1082
ENSMUSG00000030036,1112,1023
ENSMUSG00000030037,477,416
ENSMUSG00000030041,1,3
ENSMUSG00000030042,1411,1198
ENSMUSG00000030043,799,1031
ENSMUSG00000030045,705,662
ENSMUSG00000030046,1,0
ENSMUSG00000030047,203,211
ENSMUSG00000030048,22,7
ENSMUSG00000030049,0,0
ENSMUSG00000030050,65,37
ENSMUSG00000030051,327,286
ENSMUSG00000030054,2,2
ENSMUSG00000030055,1832,1503
ENSMUSG00000030056,990,808
ENSMUSG00000030057,9310,7583
ENSMUSG00000030058,6543,5851
ENSMUSG00000030059,4591,3676
ENSMUSG00000030060,361,296
ENSMUSG00000030061,2334,1667
ENSMUSG00000030062,5831,5451
ENSMUSG00000030064,8947,6648
ENSMUSG00000030067,3872,3045
ENSMUSG00000030068,113,93
ENSMUSG00000030069,0,1
ENSMUSG00000030074,387,428
ENSMUSG00000030075,50,61
ENSMUSG00000030077,3002,2229
ENSMUSG00000030079,1071,992
ENSMUSG00000030082,5657,5046
ENSMUSG00000030083,832,602
ENSMUSG00000030084,5558,4985
ENSMUSG00000030086,469,378
ENSMUSG00000030087,620,605
ENSMUSG00000030088,994,897
ENSMUSG00000030089,443,599
ENSMUSG00000030091,1059,824
ENSMUSG00000030092,311,262
ENSMUSG00000030093,480,693
ENSMUSG00000030094,1316,1178
ENSMUSG00000030095,1993,1901
ENSMUSG00000030096,76149,58884
ENSMUSG00000030098,387,279
ENSMUSG00000030101,1220,1000
ENSMUSG00000030102,7125,6422
ENSMUSG00000030103,4630,4529
ENSMUSG00000030104,1870,1546
ENSMUSG00000030105,4313,3385
ENSMUSG00000030107,215,184
ENSMUSG00000030108,1718,1542
ENSMUSG00000030109,138,129
ENSMUSG00000030110,1590,1319
ENSMUSG00000030111,11053,11611
ENSMUSG00000030114,0,1
ENSMUSG00000030116,326,394
ENSMUSG00000030117,9,18
ENSMUSG00000030120,8082,6904
ENSMUSG00000030122,10135,9184
ENSMUSG00000030123,1886,1819
ENSMUSG00000030124,60,53
ENSMUSG00000030125,16,15
ENSMUSG00000030126,3652,2841
ENSMUSG00000030127,2812,2276
ENSMUSG00000030131,0,0
ENSMUSG00000030134,443,276
ENSMUSG00000030137,471,337
ENSMUSG00000030138,2070,1716
ENSMUSG00000030142,0,1
ENSMUSG00000030143,0,0
ENSMUSG00000030144,66,80
ENSMUSG00000030145,407,385
ENSMUSG00000030147,2,1
ENSMUSG00000030148,14,29
ENSMUSG00000030149,13,4
ENSMUSG00000030154,1,1
ENSMUSG00000030155,7,2
ENSMUSG00000030156,2,2
ENSMUSG00000030157,748,293
ENSMUSG00000030158,0,1
ENSMUSG00000030159,2,2
ENSMUSG00000030160,8,4
ENSMUSG00000030161,7747,7099
ENSMUSG00000030162,3,5
ENSMUSG00000030165,2,0
ENSMUSG00000030166,354,292
ENSMUSG00000030167,1,2
ENSMUSG00000030168,5860,3539
ENSMUSG00000030170,457,558
ENSMUSG00000030172,2678,2472
ENSMUSG00000030173,0,0
ENSMUSG00000030177,464,328
ENSMUSG00000030178,4,2
ENSMUSG00000030180,5542,4660
ENSMUSG00000030187,5,10
ENSMUSG00000030188,140,105
ENSMUSG00000030189,16158,12883
ENSMUSG00000030194,0,0
ENSMUSG00000030196,0,0
ENSMUSG00000030199,2560,2083
ENSMUSG00000030200,45,13
ENSMUSG00000030201,9603,8523
ENSMUSG00000030203,2889,2462
ENSMUSG00000030204,1471,1261
ENSMUSG00000030205,0,0
ENSMUSG00000030206,705,683
ENSMUSG00000030207,2760,2207
ENSMUSG00000030208,69922,52392
ENSMUSG00000030209,2673,1841
ENSMUSG00000030213,9653,8181
ENSMUSG00000030214,202,217
ENSMUSG00000030216,3017,2668
ENSMUSG00000030217,295,239
ENSMUSG00000030218,3213,3057
ENSMUSG00000030219,1,1
ENSMUSG00000030220,1117,815
ENSMUSG00000030222,449,399
ENSMUSG00000030223,1206,986
ENSMUSG00000030224,3608,3026
ENSMUSG00000030225,673,507
ENSMUSG00000030226,26,20
ENSMUSG00000030228,7,7
ENSMUSG00000030230,63,26
ENSMUSG00000030231,2122,1556
ENSMUSG00000030232,3617,2762
ENSMUSG00000030235,836,636
ENSMUSG00000030236,2,0
ENSMUSG00000030237,1320,1061
ENSMUSG00000030243,1171,931
ENSMUSG00000030244,2,0
ENSMUSG00000030245,1701,1576
ENSMUSG00000030246,5344,4754
ENSMUSG00000030247,166,180
ENSMUSG00000030249,1661,1078
ENSMUSG00000030254,294,222
ENSMUSG00000030255,1437,1466
ENSMUSG00000030256,5137,4943
ENSMUSG00000030257,7552,5720
ENSMUSG00000030259,3627,2983
ENSMUSG00000030263,55,46
ENSMUSG00000030264,925,669
ENSMUSG00000030265,4650,3398
ENSMUSG00000030268,5467,4393
ENSMUSG00000030269,1063,756
ENSMUSG00000030270,247,197
ENSMUSG00000030271,197,146
ENSMUSG00000030272,805,769
ENSMUSG00000030275,12272,8430
ENSMUSG00000030276,272,188
ENSMUSG00000030278,10,5
ENSMUSG00000030279,2388,1560
ENSMUSG00000030281,640,678
ENSMUSG00000030282,2598,1772
ENSMUSG00000030283,7001,5031
ENSMUSG00000030284,1203,1004
ENSMUSG00000030286,2251,1849
ENSMUSG00000030287,3325,2812
ENSMUSG00000030291,324,242
ENSMUSG00000030292,0,0
ENSMUSG00000030298,1736,1557
ENSMUSG00000030301,1424,1041
ENSMUSG00000030302,6479,5012
ENSMUSG00000030303,813,101
ENSMUSG00000030304,1731,1286
ENSMUSG00000030306,2516,2153
ENSMUSG00000030307,5434,4927
ENSMUSG00000030309,889,895
ENSMUSG00000030310,9455,7297
ENSMUSG00000030313,3322,2687
ENSMUSG00000030314,1151,921
ENSMUSG00000030315,1991,1930
ENSMUSG00000030316,304,245
ENSMUSG00000030317,38,29
ENSMUSG00000030319,1450,1184
ENSMUSG00000030321,47,49
ENSMUSG00000030322,291,219
ENSMUSG00000030323,1756,1405
ENSMUSG00000030324,982925,779007
ENSMUSG00000030325,13,1
ENSMUSG00000030327,3689,3055
ENSMUSG00000030329,1378,1078
ENSMUSG00000030330,1240,1022
ENSMUSG00000030335,1571,1300
ENSMUSG00000030336,5,1
ENSMUSG00000030337,1765,1139
ENSMUSG00000030339,1170,1221
ENSMUSG00000030340,616,511
ENSMUSG00000030341,2265,2126
ENSMUSG00000030342,4401,3777
ENSMUSG00000030344,1,1
ENSMUSG00000030345,0,0
ENSMUSG00000030346,56,25
ENSMUSG00000030347,1133,891
ENSMUSG00000030350,454,386
ENSMUSG00000030351,302,390
ENSMUSG00000030352,3431,3027
ENSMUSG00000030353,109,93
ENSMUSG00000030357,6953,5904
ENSMUSG00000030359,1,0
ENSMUSG00000030361,1,0
ENSMUSG00000030363,0,0
ENSMUSG00000030364,4,1
ENSMUSG00000030365,3,1
ENSMUSG00000030366,0,0
ENSMUSG00000030368,0,0
ENSMUSG00000030373,0,0
ENSMUSG00000030374,3346,2810
ENSMUSG00000030376,632,523
ENSMUSG00000030378,0,0
ENSMUSG00000030380,165,152
ENSMUSG00000030382,4,1
ENSMUSG00000030385,0,0
ENSMUSG00000030386,1456,1034
ENSMUSG00000030393,369,306
ENSMUSG00000030397,2729,2241
ENSMUSG00000030399,11360,6410
ENSMUSG00000030400,1788,1264
ENSMUSG00000030401,2060,1524
ENSMUSG00000030402,759,646
ENSMUSG00000030403,1804,1603
ENSMUSG00000030406,10,2
ENSMUSG00000030407,503,382
ENSMUSG00000030409,1799,1338
ENSMUSG00000030410,2236,2084
ENSMUSG00000030411,1569,1253
ENSMUSG00000030413,3135,2027
ENSMUSG00000030417,899,817
ENSMUSG00000030421,2606,1916
ENSMUSG00000030423,758,613
ENSMUSG00000030424,326,222
ENSMUSG00000030427,8,2
ENSMUSG00000030428,8612,7034
ENSMUSG00000030431,245,223
ENSMUSG00000030432,11805,12806
ENSMUSG00000030433,50,44
ENSMUSG00000030435,4488,3696
ENSMUSG00000030443,99,79
ENSMUSG00000030446,322,194
ENSMUSG00000030447,4866,3941
ENSMUSG00000030450,1428,1441
ENSMUSG00000030451,14808,11296
ENSMUSG00000030452,1167,796
ENSMUSG00000030463,0,0
ENSMUSG00000030465,5370,4175
ENSMUSG00000030468,9,4
ENSMUSG00000030469,1288,991
ENSMUSG00000030470,287,183
ENSMUSG00000030471,893,612
ENSMUSG00000030472,0,0
ENSMUSG00000030474,25,32
ENSMUSG00000030483,119,2
ENSMUSG00000030484,13,2
ENSMUSG00000030486,186,168
ENSMUSG00000030491,2,3
ENSMUSG00000030492,2,1
ENSMUSG00000030493,173,125
ENSMUSG00000030494,2337,1704
ENSMUSG00000030495,350,253
ENSMUSG00000030498,315,293
ENSMUSG00000030499,1401,1163
ENSMUSG00000030500,1755,1242
ENSMUSG00000030505,789,671
ENSMUSG00000030507,0,0
ENSMUSG00000030509,1420,1202
ENSMUSG00000030510,642,565
ENSMUSG00000030512,760,577
ENSMUSG00000030513,1840,1678
ENSMUSG00000030515,1062,843
ENSMUSG00000030516,13703,11865
ENSMUSG00000030518,340,325
ENSMUSG00000030519,1176,854
ENSMUSG00000030521,671,606
ENSMUSG00000030522,2408,2018
ENSMUSG00000030523,15536,13452
ENSMUSG00000030525,290,232
ENSMUSG00000030527,2208,2012
ENSMUSG00000030528,447,350
ENSMUSG00000030530,4772,4112
ENSMUSG00000030532,502,361
ENSMUSG00000030533,2684,2094
ENSMUSG00000030534,501,355
ENSMUSG00000030536,12537,11309
ENSMUSG00000030538,497,421
ENSMUSG00000030539,2691,2317
ENSMUSG00000030541,1802,1650
ENSMUSG00000030543,29,13
ENSMUSG00000030544,1,3
ENSMUSG00000030545,897,573
ENSMUSG00000030546,39,9
ENSMUSG00000030549,5,3
ENSMUSG00000030551,2773,2483
ENSMUSG00000030553,5,6
ENSMUSG00000030554,6888,6659
ENSMUSG00000030555,313,293
ENSMUSG00000030556,520,443
ENSMUSG00000030557,6002,4338
ENSMUSG00000030559,719,699
ENSMUSG00000030560,2138,1928
ENSMUSG00000030562,231,242
ENSMUSG00000030577,35,67
ENSMUSG00000030579,195,300
ENSMUSG00000030583,12508,11655
ENSMUSG00000030584,138,108
ENSMUSG00000030587,709,619
ENSMUSG00000030588,1120,1076
ENSMUSG00000030589,27,14
ENSMUSG00000030590,447,367
ENSMUSG00000030591,4081,3476
ENSMUSG00000030592,10847,6919
ENSMUSG00000030595,696,580
ENSMUSG00000030598,189,145
ENSMUSG00000030600,619,557
ENSMUSG00000030602,1850,1572
ENSMUSG00000030603,2705,2309
ENSMUSG00000030604,941,739
ENSMUSG00000030605,9942,9307
ENSMUSG00000030606,54,43
ENSMUSG00000030607,23,20
ENSMUSG00000030609,857,691
ENSMUSG00000030610,478,424
ENSMUSG00000030611,486,363
ENSMUSG00000030612,496,408
ENSMUSG00000030613,935,730
ENSMUSG00000030614,1017,647
ENSMUSG00000030615,559,413
ENSMUSG00000030616,1838,1740
ENSMUSG00000030617,0,0
ENSMUSG00000030619,1023,796
ENSMUSG00000030621,810,682
ENSMUSG00000030623,21,17
ENSMUSG00000030629,2233,1385
ENSMUSG00000030630,676,516
ENSMUSG00000030636,0,0
ENSMUSG00000030638,52,54
ENSMUSG00000030641,142,83
ENSMUSG00000030643,2191,1527
ENSMUSG00000030647,1692,1331
ENSMUSG00000030649,557,409
ENSMUSG00000030650,11,4
ENSMUSG00000030651,0,0
ENSMUSG00000030652,723,603
ENSMUSG00000030653,0,118
ENSMUSG00000030654,11918,8960
ENSMUSG00000030655,10052,6185
ENSMUSG00000030657,4308,3241
ENSMUSG00000030659,1001,900
ENSMUSG00000030660,3230,2511
ENSMUSG00000030662,7347,6486
ENSMUSG00000030663,2449,1846
ENSMUSG00000030664,4,0
ENSMUSG00000030666,1,0
ENSMUSG00000030669,10,8
ENSMUSG00000030670,100,46
ENSMUSG00000030671,427,301
ENSMUSG00000030672,6762,4296
ENSMUSG00000030674,23,23
ENSMUSG00000030677,285,178
ENSMUSG00000030678,3571,2917
ENSMUSG00000030680,21,479
ENSMUSG00000030681,2542,2372
ENSMUSG00000030682,2947,2525
ENSMUSG00000030683,3429,2974
ENSMUSG00000030685,623,564
ENSMUSG00000030688,3498,3187
ENSMUSG00000030689,1418,1173
ENSMUSG00000030691,2139,1724
ENSMUSG00000030693,126,81
ENSMUSG00000030695,73239,61987
ENSMUSG00000030697,1739,1413
ENSMUSG00000030699,8,8
ENSMUSG00000030701,16847,12357
ENSMUSG00000030703,134,92
ENSMUSG00000030704,6104,4800
ENSMUSG00000030706,1635,1389
ENSMUSG00000030707,214,269
ENSMUSG00000030708,2,8
ENSMUSG00000030711,288,218
ENSMUSG00000030713,12,2
ENSMUSG00000030714,317,249
ENSMUSG00000030717,2001,1971
ENSMUSG00000030718,3247,2831
ENSMUSG00000030720,526,410
ENSMUSG00000030722,367,383
ENSMUSG00000030724,0,1
ENSMUSG00000030725,142,133
ENSMUSG00000030726,1489,1113
ENSMUSG00000030727,570,415
ENSMUSG00000030729,6599,4481
ENSMUSG00000030730,46703,28073
ENSMUSG00000030731,396,343
ENSMUSG00000030732,12,4
ENSMUSG00000030733,2286,1899
ENSMUSG00000030735,16,20
ENSMUSG00000030737,545,536
ENSMUSG00000030738,9677,9122
ENSMUSG00000030739,11474,10283
ENSMUSG00000030741,1333,1105
ENSMUSG00000030742,27,5
ENSMUSG00000030744,14572,15339
ENSMUSG00000030745,17,34
ENSMUSG00000030747,824,634
ENSMUSG00000030748,612,693
ENSMUSG00000030750,452,470
ENSMUSG00000030751,1833,1404
ENSMUSG00000030752,279,227
ENSMUSG00000030753,4875,3791
ENSMUSG00000030754,4498,3675
ENSMUSG00000030757,1489,1035
ENSMUSG00000030759,4375,2321
ENSMUSG00000030760,2400,1531
ENSMUSG00000030761,3194,3161
ENSMUSG00000030762,207,4
ENSMUSG00000030763,752,673
ENSMUSG00000030766,1268,1044
ENSMUSG00000030768,555,632
ENSMUSG00000030769,1,2
ENSMUSG00000030770,7106,6458
ENSMUSG00000030772,36828,37038
ENSMUSG00000030774,1867,1400
ENSMUSG00000030775,4,4
ENSMUSG00000030779,4995,3479
ENSMUSG00000030780,976,908
ENSMUSG00000030781,21,12
ENSMUSG00000030782,583,561
ENSMUSG00000030785,1009,612
ENSMUSG00000030786,2685,1893
ENSMUSG00000030787,430,390
ENSMUSG00000030788,2230,1739
ENSMUSG00000030789,151,209
ENSMUSG00000030790,128,90
ENSMUSG00000030792,28,16
ENSMUSG00000030793,774,566
ENSMUSG00000030795,8335,6525
ENSMUSG00000030796,254,255
ENSMUSG00000030798,48,69
ENSMUSG00000030800,1014,595
ENSMUSG00000030801,626,518
ENSMUSG00000030802,1581,1335
ENSMUSG00000030804,0,0
ENSMUSG00000030805,990,766
ENSMUSG00000030806,5426,4019
ENSMUSG00000030811,1449,1114
ENSMUSG00000030814,1329,1198
ENSMUSG00000030815,779,578
ENSMUSG00000030816,3160,2713
ENSMUSG00000030822,1994,1588
ENSMUSG00000030823,286,291
ENSMUSG00000030824,4901,4575
ENSMUSG00000030825,8,2
ENSMUSG00000030826,662,526
ENSMUSG00000030827,2,2
ENSMUSG00000030830,68,87
ENSMUSG00000030834,119,186
ENSMUSG00000030835,7159,7363
ENSMUSG00000030838,8,13
ENSMUSG00000030839,366,299
ENSMUSG00000030842,2396,2013
ENSMUSG00000030844,415,339
ENSMUSG00000030846,2408,1651
ENSMUSG00000030847,2348,2189
